company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,website
Blue Shield of California,4896.0,Blue Shield of California,5.001-10.000 funcionários,1.0,"Oakland, California",Seguros,79,https://www.linkedin.com/company/4896/about/,"Not-for-profit California Health Plan, health insurance e access to health care",http://www.blueshieldca.com
Bluecrew,4819648.0,Bluecrew,51-200 funcionários,1.0,"Chicago, Illinois",Recrutamento e seleção,not found,https://www.linkedin.com/company/4819648/about/,"staffing, ondemand labor, just in time staffing, Warehouse Work, Event Staff, Field Technicians e Delivery Drivers",https://www.bluecrewjobs.com/employers
BlueCross BlueShield of South Carolina,11411.0,BlueCross BlueShield of South Carolina,+ de 10.001 funcionários,1.0,"Columbia, South Carolina",Seguros,25,https://www.linkedin.com/company/11411/about/,"Health Care Insurance, Information Technology, Data Processing, Health Care Benefits, health insurance, health care, health insurance carrier, BlueCross jobs, Corporate philanthropy, insurance, dental insurance, employer health care e south carolina",https://www.southcarolinablues.com/web/public/brands/sc/members/live-healthy/blog/
,,Bluesmart Inc.,,0.0,,,,,,
Bluestem Brasserie,55831226.0,Bluestem Brasserie,11-50 funcionários,1.0,"San Francisco, California",Restaurantes,not found,https://www.linkedin.com/company/55831226/about/,,http://bluestembrasserie.com
BluWrap,3360106.0,Bluwrap,11-50 funcionários,1.0,"San Francisco, CA",Embalagens e recipientes,not found,https://www.linkedin.com/company/3360106/about/,"Food Supply Chain, Transportation & Logistics e Food Technology",http://www.bluwrap.com
BMW Group,2387.0,BMW,+ de 10.001 funcionários,1.0,,Indústria automotiva,not found,https://www.linkedin.com/company/2387/about/,"Automotive, Information Technology, Data Science, Software Development, Artificial Intelligence, Data Security, Motorcycles, Financial Services, Mobility Services, Digital Services, IoT, Future of Mobilty, Autonomous Driving, Connectivity e Sheer Driving Pleasure",https://www.bmwgroup.com
BMW Group Brasil,3657971.0,BMW BRASIL,501-1.000 funcionários,1.0,,Indústria automotiva,not found,https://www.linkedin.com/company/3657971/about/,,http://www.bmw.com.br
Cisco,1063.0,BNI,+ de 10.001 funcionários,1.0,"San Jose, CA",Redes,716,https://www.linkedin.com/company/1063/about/,"Networking, Wireless, Security, Unified Communication, Cloud, Collaboration, Data Center, Virtualization e Unified Computing Systems",http://www.cisco.com
BNSF Railway,162749.0,BNSF Railway,+ de 10.001 funcionários,1.0,"Fort Worth, Texas",Transporte/Caminhões/Trens,not found,https://www.linkedin.com/company/162749/about/,"freight transportation, intermodal, agricultural products, coal, industrial products, consumer products e automotive",http://www.bnsf.com
BNY Mellon,162750.0,BNY Mellon,+ de 10.001 funcionários,1.0,,Serviços financeiros,354,https://www.linkedin.com/company/162750/about/,"Financial Services, Investment Management e Investment Services",http://www.bnymellon.com
Boardspan Inc.,3763948.0,Boardspan,11-50 funcionários,1.0,"San Francisco, CA",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/3763948/about/,,http://www.boardspan.com
BOCA Communications,276735.0,Boca Communications,11-50 funcionários,1.0,"San Francisco, CA",Relações públicas e comunicações,not found,https://www.linkedin.com/company/276735/about/,"Public Relations, Social Media, Marketing e Writing",http://www.bocacommunications.com
,,"Boca Communications, Inc.",,0.0,,,,,,
Boeing,1384.0,Boeing,+ de 10.001 funcionários,1.0,"Chicago, IL",Aviação e aeroespacial,356,https://www.linkedin.com/company/1384/about/,,http://www.boeing.com
M. J. Bohan Co. Inc.,7183376.0,Bohan Co Inc,2-10 funcionários,1.0,,Atacado,not found,https://www.linkedin.com/company/7183376/about/,,http://mjbohan.com
HOTEL BOLOGNA AIRPORT SRL,24706697.0,Bologna Airport,51-200 funcionários,1.0,"RAVENNA, Ra",Instalações e serviços de recreação,not found,https://www.linkedin.com/company/24706697/about/,,
Bonitasoft,546771.0,Bonitasoft,51-200 funcionários,1.0,"Boulogne-Billancourt, Ile-de-France",Software,1,https://www.linkedin.com/company/546771/about/,"BPM, Workflow, Process Improvement, Digital Transformation, Low code, Digital Business Automation, automate business processes, BPM software, Business process management, Open source BPM, digital process automation, digital process automation platform, Business Process Automation, RPA e Process Mining",https://www.bonitasoft.com
Boost Media,13618633.0,Boost Media,11-50 funcionários,1.0,"Aurangabad, Maharashtra",Marketing e publicidade,not found,https://www.linkedin.com/company/13618633/about/,,https://www.boostmedia.in
Booz Allen Hamilton,1403.0,Booz Allen Hamilton,+ de 10.001 funcionários,1.0,"McLean, VA",Tecnologia da informação e serviços,1.630,https://www.linkedin.com/company/1403/about/,"Strategy and Technology Consulting, Organization, Change, and Process Improvement, Program Management, Human Capital, Learning, and Communications, Systems Engineering and Integration, Public Infrastructure, Supply Chain and Logistics e Cybersecurity Solutions",http://www.boozallen.com
Bose Corporation,4030.0,Bose Corporation,5.001-10.000 funcionários,1.0,"Framingham, Massachusetts",Produtos eletrônicos,65,https://www.linkedin.com/company/4030/about/,"Home Audio, OEM Automotive Audio, Professional Sound, Aviation Audio, Noise Reduction Technology e Wireless Audio",http://www.bose.com/
Boston Children's Hospital,1658.0,Boston Children's Hospital,+ de 10.001 funcionários,1.0,"Boston, MA",Atendimento médico e hospitalar,120,https://www.linkedin.com/company/1658/about/,"Research, Patient Services, Technology, Pediatrics, Hospital e Innovation",http://www.childrenshospital.org
Boston University,3556.0,Boston University,5.001-10.000 funcionários,1.0,"Boston, MA",Ensino superior,114,https://www.linkedin.com/company/3556/about/,"Urban Health, Global Health, Neuroscience, Education, Data Science, Engineering, Biology, Infectious Diseases, Urban Health, Photonics, Communication, Business, Hospitality, Computer Science, Environment and Ecology, Law, Psychology and Psychiatry e Chemistry",http://bu.edu
"Boulder Medical Center, P.C.",1272376.0,Boulder Medical Center,201-500 funcionários,1.0,"Boulder, CO",Prática médica,not found,https://www.linkedin.com/company/1272376/about/,"Allergy, Cardiology, Dermatology, Endocrinology and Diabetes, Gastroenterology, Internal Medicine, Neurology, Obstetrics and Gynecology, Ophthalmology, Orthopedics, Otolaryngology (ENT) - Head & Neck, Pediatrics, Pharmacy, Podiatry, Rheumatology, Urgent Care, Urology, Optical Shop, Family Medicine e Primary Care",http://www.bouldermedicalcenter.com
Box,54178.0,Box,1.001-5.000 funcionários,1.0,"Redwood City, CA",Internet,25,https://www.linkedin.com/company/54178/about/,"Cloud Content Management, File Sharing, Collaboration, FTP Replacement, Mobile Enterprise Security, Enterprise Content Management, Content Management, Enterprise Software, EFSS e Business software",http://www.box.com
,,Boxleaf Design,,0.0,,,,,,
bp,1389.0,BP,+ de 10.001 funcionários,1.0,"London, England",Petróleo e energia,14,https://www.linkedin.com/company/1389/about/,"Upstream – Oil & Gas Exploration & Production, Subsurface, Wells Subsea, Mechanical, Electrical, Process, Civil, Drilling,, Completion & Intervention Engineers, Geoscientists, Professionals in Finance, Business Development e Procurement, Communications etc.",http://www.bp.com
Bradesco,162778.0,Bradesco,+ de 10.001 funcionários,1.0,"Osasco, São Paulo",Bancos,not found,https://www.linkedin.com/company/162778/about/,Instituições Financeiras,http://banco.bradesco
Brafton Inc.,290802.0,Brafton,201-500 funcionários,1.0,"Boston, MA",Marketing e publicidade,45,https://www.linkedin.com/company/290802/about/,"Content Marketing, Organic Search Engine Optimization (SEO), Content and Keyword Strategy, Content Marketing Analytics, Brand Consultancy, Social Media Consultancy e PPC",https://www.brafton.com
,,"Brandcast, Inc.",,0.0,,,,,,
Branding Türkiye,27210092.0,Branding,51-200 funcionários,1.0,"İstanbul, 4. Levent",Marketing e publicidade,not found,https://www.linkedin.com/company/27210092/about/,"Branding Türkiye, Bütünleşik Pazarlama, Branding Türkiye Kariyer Merkezi, Branding Türkiye Öneriyor, Branding Türkiye Yayınları, Branding Türkiye Etkinlik, Dijital Markalaşma Eğitimi, Dijital Markalaşma, Dijital Pazarlama, Medya, Yayıncılık, Branding Türkiye Tv, Branding Türkiye Fm, Haberler, Sektörel Haberler, İş Dünyası, Business, Marka Yönetimi, Marka İletişimi, Pazarlama, Reklam, İletişim, PR e Halkla İlişkiler",https://www.brandingturkiye.com/
,61968061.0,Branson Partners,,1.0,,,not found,https://www.linkedin.com/company/61968061/about/,,
Brash Concepts,3253781.0,Brash Concepts,11-50 funcionários,1.0,"Great Neck, New York",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/3253781/about/,"IT & Network Support, Cloud Services, Security, Business Continuity, Disaster Recovery, Content Filtering, Data Leakage, Anti Virus, Spam, Malware, Real-time location services, asset tracking, panic button, 911 badges, remote workforce e thermal cameras",http://brashconcepts.com/
Brave Bison,1467684.0,Brave,51-200 funcionários,1.0,"London, London",Mídia online,not found,https://www.linkedin.com/company/1467684/about/,"video distribution, live streaming, content creation, content marketing, social video broadcasting, video talent management, influencer marketing, branded content, digital agency, social agency, social media e social strategy",http://bravebison.io
Bravo - Serviços Logísticos,16153458.0,Bravo,1.001-5.000 funcionários,1.0,"Uberaba, Minas Gerais",Logística e cadeia de suprimentos,not found,https://www.linkedin.com/company/16153458/about/,,http://www.bravolog.com.br
,,Braz Enterprises,,0.0,,,,,,
Brazil Dental,16236630.0,BRAZIL DENTAL,201-500 funcionários,1.0,"São Paulo, São Paulo","Saúde, bem-estar e educação física",not found,https://www.linkedin.com/company/16236630/about/,"Serviços Compartilhados, Planos Odontológicos, Operação e Gestão de Planos Odontológicos, Soluções de Viabilidade de Negócio, Tecnologia, Atendimento Personalizado Especializado ao Credenciado, Rede Credenciada, Central 24h, Consultor de Relacionamento Especializado, Customer Experience, Rede Credenciada, Operadora e Beneficiários, Redução de Custos, BPO, Business Process Outsourcing e Qualidade e Gestão de Contas Odontológicas",http://www.brazildental.com.br
Bread,6398025.0,Bread & Butter Pr,51-200 funcionários,1.0,,Serviços financeiros,13,https://www.linkedin.com/company/6398025/about/,"consumer finance, technology, purchase finance, e-commerce e retail",http://breadpayments.com
Bridgeway Inc,8249680.0,Bridgeway Inc,11-50 funcionários,1.0,"Monmouth, Illinois",Atendimento médico psiquiátrico,not found,https://www.linkedin.com/company/8249680/about/,,
,,Brigade Media Inc,,0.0,,,,,,
,,"Bright Path Therapists, Inc.",,0.0,,,,,,
,,"Brightbytes, Inc.",,0.0,,,,,,
Brightmark,15217395.0,Brightmark Energy LLC,51-200 funcionários,1.0,"San Francisco, California",Recursos renováveis e meio ambiente,1,https://www.linkedin.com/company/15217395/about/,"Combined Heat and Power (CHP), Renewable Energy, Thermal System Improvements, Waste to Energy Opportunities, Plastic-to-Fuel, Renewable Natural Gas, Biogas, Anaerobic Digestion e Pyrolysis",http://www.brightmark.com/makeyourmark
BrightSign LLC,458455.0,BrightSign,51-200 funcionários,1.0,"Los Gatos, California",Hardware,not found,https://www.linkedin.com/company/458455/about/,Solid-state digital signage media players,http://www.brightsign.biz
BrightSign LLC,458455.0,BrightSign LLC,51-200 funcionários,1.0,"Los Gatos, California",Hardware,not found,https://www.linkedin.com/company/458455/about/,Solid-state digital signage media players,http://www.brightsign.biz
,,Brighttalk Inc.,,0.0,,,,,,
"BRIGHTVIEW HOLDINGS, INC.",55457695.0,Brightview Holdings,2-10 funcionários,1.0,"Rockville, Maryland",,not found,https://www.linkedin.com/company/55457695/about/,,
Brilliant Ads,3812670.0,Brilliant,2-10 funcionários,1.0,"Uden , Brabant",Marketing e publicidade,not found,https://www.linkedin.com/company/3812670/about/,"Ads, Social Media, Marketing e Creative",http://twitter.com/Brilliant_Ads
BRING CHANGE 2 MIND,55239246.0,Bring Change 2 Mind,2-10 funcionários,1.0,"San Francisco, California",Organização cívica e social,not found,https://www.linkedin.com/company/55239246/about/,,
Bristol Myers Squibb,1773.0,Bristol Myers Squibb,+ de 10.001 funcionários,1.0,"Lawrence Township, NJ",Indústria farmacêutica,769,https://www.linkedin.com/company/1773/about/,"biotechnology, innovation, great place to work, pharmaceuticals, research and development e healthcare",http://www.bms.com
Brit + Co,3082986.0,Brit + Co,51-200 funcionários,1.0,"San Francisco, CA",Internet,not found,https://www.linkedin.com/company/3082986/about/,"Digital Media, E-Commerce, DIY, E-Classes, Conference & Festival Events, Retail Experiences, Licensing, Media, Experiential Events, Creativity e Online Learning",http://brit.co
Broadcom Inc.,3072.0,Broadcom Inc.,+ de 10.001 funcionários,1.0,"San Jose, California",Semicondutores,252,https://www.linkedin.com/company/3072/about/,"Bluetooth® Solutions, Cable Modems, Knowledge-based Processors, Satellite & IPTV STBs, xDSL, EPON, Enterprise/SMB/Core Switching, GbE, GPS, Mobile Communications, Network Infrastructure, PowerLine Communications, NFC, Wireless Networks, GPON e Software",http://www.broadcom.com
Broadridge,11834.0,Broadridge,+ de 10.001 funcionários,1.0,"New York, New York",Serviços financeiros,100,https://www.linkedin.com/company/11834/about/,"Technology, Data and Analytics e Communications",http://www.broadridge.com
"Broadridge Financial Services, Inc.",55860141.0,Broadridge Financial Services,2-10 funcionários,1.0,"Edgewood, New York",Bancos de investimento,not found,https://www.linkedin.com/company/55860141/about/,,
Broadridge Financial Solutions (India) Private Ltd,38294838.0,Broadridge Financial Solutions,,1.0,"HYDERABAD, Telangana",,not found,https://www.linkedin.com/company/38294838/about/,,http://freshersrecruit.in
,,Broadridge Financial Solutions / ADP Clearing,,0.0,,,,,,
,,"Broadridge Financial Solutions, Inc.",,0.0,,,,,,
,,"Broan-NuTone, LLC.",,0.0,,,,,,
Brooklands Capital Strategies,10620343.0,Brooklands Capital Strategies,11-50 funcionários,1.0,"San Francisco, CA",Serviços financeiros,not found,https://www.linkedin.com/company/10620343/about/,"Capital raising, Alternative asset management, Investor relations, Private equity fundraising e Co-investment syndication",http://www.brooklandscapital.com
