company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,total_jobs,website,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
aftersale,16228907.0,aftersale,51-200 funcionários,True,"Curitiba, Paraná",Tecnologia da informação e serviços,,https://www.linkedin.com/company/16228907/about/,"ecommerce, logistica, frete, varejo, marketing, logistica reversa, customer service, atendimento ao cliente, auto atendimento e automação logística",1,https://after.sale/,,,,,
Agência Brasileira de Desenvolvimento Industrial - ABDI,689503.0,Agência de Desenvolvimento de Porto Velho,51-200 funcionários,True,"Brasilia, DF",Relações governamentais,0.0,https://www.linkedin.com/company/689503/about/,Indústria 4.0 e Inovação,0,http://www.abdi.com.br,,,,,
,,Agência Kaé,,False,,,,,,,,,,,,
Agência Nível Gi Network,69251647.0,Agência Nível Gi Network,2-10 funcionários,True,"Foz do Iguaçu, PR",Marketing e publicidade,,https://www.linkedin.com/company/69251647/about/,"marketing, consultoria, cashback, negocios, empreendedorismo, finanças, publicidade e dinheirodevolta",1,NF,,,,,
Agência Nota Registrada,10593230.0,Agência Nota Registrada,51-200 funcionários,True,NF,Serviços financeiros,,https://www.linkedin.com/company/10593230/about/,"Gestão de Capital de Giro, Antecipação de Recebíveis e Cadeia produtiva colaborativa",1,http://www.notaregistrada.com.br,,,,,
AGEPAR | Associação Profissional dos Geólogos do Paraná,12587498.0,AGEPAR,2-10 funcionários,True,"Curitiba, Paraná",Mineração e metais,0.0,https://www.linkedin.com/company/12587498/about/,"Geologia, Meio Ambiente, Mineração e CREA",0,http://www.agepar.org/,,,,,
Agile Trends,9246323.0,Agile Trends,11-50 funcionários,True,"São Paulo, São Paulo",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/9246323/about/,"Metodologias Ágeis, Tendências em gestão, Transformação Digital, Processos para inovação, Modelos de gestão, Scrum, Kanban, Gestão Ágil e Eventos",0,http://www.agiletrendsbr.com,,,,,
Agility Networks Tecnologia,79786.0,Agility Networks Tecnologia,51-200 funcionários,True,"São Paulo, SP",Tecnologia da informação e serviços,,https://www.linkedin.com/company/79786/about/,NF,2,http://www.somosagility.com.br,,,,,
,,Agrifoto Agricultura de Precisão e Cartografia,,False,,,,,,,,,,,,
,,Agroindustrial Iguatemi Ltda,,False,,,,,,,,,,,,
Agropur,310140.0,Agropur,5.001-10.000 funcionários,True,"Saint-Hubert, Quebec",Laticínios,,https://www.linkedin.com/company/310140/about/,NF,11,http://www.agropur.com/fr/carrieres/,,,,,
Agrotis ,1492655.0,Agrotis,51-200 funcionários,True,"Curitiba, PR",Software,,https://www.linkedin.com/company/1492655/about/,"ERP, Agronegócio, Receita Agronômica, Agroindústrias, Software, Produção de Sementes, Silos e Armazéns, Pesquisa Agropecuária, Ind. de Fertilizantes, Cooperativas, Fábricas de Ração, Produtor Rural, Revendas e Distribuidoras e SAP Business One",13,http://www.agrotis.com,,,,,
,,Agrotis Agroinformática,,False,,,,,,,,,,,,
Águia Consultoria Imobiliária,33246008.0,Águia Consultoria Imobiliária,11-50 funcionários,True,"Joinville, Santa Catarina",Imobiliário,0.0,https://www.linkedin.com/company/33246008/about/,"Lançamentos de Imóveis, Consultoria Imobiliária e Vendas",0,http://aguia.net/,,,,,
Ahoy by Belago Group,12654530.0,Ahoy by Belago Group,201-500 funcionários,True,"Araucária, Paraná",Tecnologia da informação e serviços,,https://www.linkedin.com/company/12654530/about/,"alocação de profissionais, recrutamento, TI, Tecnologia da Informação, vagas de TI, bodyshop, terceirização, serviços de alocação, hunting, seleção de profissionais, Outsorcing tecnologia, alocação TI e alocação e hunting",3,http://www.ahoybr.com.br,,,,,
AIDEN Advertising,16155960.0,aiden,11-50 funcionários,True,"Jacksonville, FL - Florida",Marketing e publicidade,0.0,https://www.linkedin.com/company/16155960/about/,"Marketing, Fundraising, Customer Service e Promotional Services",0,NF,,,,,
AIG,1760.0,AIG,+ de 10.001 funcionários,True,"New York, New York",Seguros,65.0,https://www.linkedin.com/company/1760/about/,"Property Casualty Insurance, Life and Retirement, Insurance, Claims, Underwriting e Actuarial",660,http://www.aig.com,,,,,
AIMS,1479362.0,AIMS & AMC,11-50 funcionários,True,NF,Tecnologia da informação e serviços,,https://www.linkedin.com/company/1479362/about/,"Proactivity, Monitoring, Integration, Software, APM, BizTalk, Analytics, Middleware, Sql e AIOps",1,https://www.aims.ai,,,,,
Airbus Aircraft,3211.0,Airbus,NF,True,NF,Aviação e aeroespacial,0.0,https://www.linkedin.com/company/3211/about/,NF,0,http://www.airbus.com,,,,,
,,Airdrop Oficial,,False,,,,,,,,,,,,
airtel,3583.0,airtel,+ de 10.001 funcionários,True,"Gurgaon, Haryana",Telecomunicações,,https://www.linkedin.com/company/3583/about/,"Mobile Voice & Data Services, Broadband (Fixed, 3G and 4G), Digital TV, Enterprise & International Carrier Services, Payments Bank, Music, Entertainment e Internet TV",17,http://www.airtel.in,,,,,
,,AISA ADESIVO,,False,,,,,,,,,,,,
Ajinomoto do Brasil Industria e Comércio de Alimentos Ltda.,963155.0,Ajinomoto do Brasil Industria e Comércio de Alimentos Ltda.,1.001-5.000 funcionários,True,NF,Alimentos e bebidas,,https://www.linkedin.com/company/963155/about/,NF,1,http://www.ajinomoto.com.br,,,,,
,,AJORS Sistemas Ltda,,False,,,,,,,,,,,,
Akamai Technologies,3925.0,Akamai Technologies,5.001-10.000 funcionários,True,"Cambridge, MA",Internet,46.0,https://www.linkedin.com/company/3925/about/,"Edge Security, Web and Mobile Performance, Enterprise Access e Video Delivery Solutions",207,https://www.akamai.com,,,,,
Aker Solutions,4103.0,Aker Solutions,+ de 10.001 funcionários,True,"Fornebu, Akershus",Petróleo e energia,,https://www.linkedin.com/company/4103/about/,"Global engineering services, Technology products and integrated solutions, Subsea, Maintenance and modifications, Umbilicals, Offshore Wind e Energy Solutions",94,http://www.akersolutions.com,,,,,
Akin Gump Strauss Hauer & Feld LLP,6923.0,Akin Gump Strauss Hauer & Feld LLP,1.001-5.000 funcionários,True,NF,Prática jurídica,4.0,https://www.linkedin.com/company/6923/about/,International Law firm,16,http://www.akingump.com,,,,,
Alberto Perez Cedillo Spanish Lawyers & Solicitors,1869278.0,Alberto Perez Cedillo Spanish Lawyers & Solicitors,2-10 funcionários,True,NF,Prática jurídica,0.0,https://www.linkedin.com/company/1869278/about/,NF,0,http://www.apcedillo.com,,,,,
Albertsons Companies,2911.0,Albertsons Companies,+ de 10.001 funcionários,True,"Boise, Idaho",Varejo,133.0,https://www.linkedin.com/company/2911/about/,NF,7141,http://www.albertsonscompanies.com,,,,,
Alcance Innovation Consulting,5364214.0,Alcance Innovation Consulting,11-50 funcionários,True,"Rio de Janeiro, Rio de Janeiro",Consultoria de gerenciamento,0.0,https://www.linkedin.com/company/5364214/about/,"Gestão da Inovação, Lei do Bem, Incentivos Fiscais da Inovação, Estratégia, Transformação Digital, Indústria 4.0, Diagnóstico de Inovação, Funding, Corporate Venture, Builder Venture, Biotecnologia, Stage Gate e Roadmap Tecnológico",0,http://www.alcanceinovacao.com.br,,,,,
Alcatel-Lucent,1058.0,Alcatel-Lucent,NF,True,NF,Telecomunicações,,https://www.linkedin.com/company/1058/about/,NF,3,https://www.nokia.com,,,,,
Álcool Ferreira S/A,3058185.0,Álcool Ferreira S/A,51-200 funcionários,True,"Barueri, São Paulo",Indústria química,0.0,https://www.linkedin.com/company/3058185/about/,NF,0,http://www.alcoolferreira.com.br,,,,,
ALD Automotive,8322.0,ALD Automotive,5.001-10.000 funcionários,True,"Rueil Malmaison Cedex, France",Serviços financeiros,,https://www.linkedin.com/company/8322/about/,Full fleet management services,22,http://www.aldautomotive.com,,,,,
Alden Tecnologia e Desenvolvimento,9457071.0,Alden Tecnologia e Desenvolvimento,2-10 funcionários,True,"Curitiba, Parana",Consultoria de gerenciamento,0.0,https://www.linkedin.com/company/9457071/about/,"Governança Corporativa, Estratégias de Negócios, Politicas Empresariais, Otimização de Resultados, Orçamento Empesarial e Coaching para Conselheiros de Administração",0,http://www.alden.com.br,,,,,
Aldermore Bank PLC,432552.0,Aldermore Bank PLC,501-1.000 funcionários,True,NF,Bancos,,https://www.linkedin.com/company/432552/about/,"Commercial Mortgages, Savings, Residential Mortgages, Asset Finance, Invoice Finance e SMEs",42,http://www.aldermore.co.uk,,,,,
"Aldridge Pite, LLP",2017628.0,"Aldridge Pite, LLP",1.001-5.000 funcionários,True,"Atlanta, GA",Prática jurídica,,https://www.linkedin.com/company/2017628/about/,"Foreclosure, Litigation, Bankruptcy, National Bankruptcy Management, Eviction, National Eviction Management, REO, Transactional Practice, Regulatory Compliance Practice e Commercial Finance",1,http://www.aldridgepite.com/,,,,,
ALE1 Solution,33311798.0,ALE1 Solution,11-50 funcionários,True,"Curitiba, Paraná",Terceirização e offshoring,0.0,https://www.linkedin.com/company/33311798/about/,"Recursos Humanos, Constituição de Empresas, Tributário Empresarial, Outsourcing e Certificação Digital",0,http://alecertificadodigital.com.br,,,,,
Alelo Brasil,2401233.0,Alelo Brasil,501-1.000 funcionários,True,"Alphaville - Barueri, São Paulo",Serviços financeiros,0.0,https://www.linkedin.com/company/2401233/about/,"Cartões Pré-Pagos, Soluções Eletrônicas, Cartões-Benefício, Cartões em moeda internacional e Gestão de Despesas Corporativas",0,http://www.alelo.com.br,,,,,
Alerion Société d'Avocats,725157.0,Alerion Société d'Avocats,51-200 funcionários,True,NF,Prática jurídica,0.0,https://www.linkedin.com/company/725157/about/,NF,0,http://www.alerionavocats.com/fr/,,,,,
AlertMedia,3582832.0,AlertMedia,51-200 funcionários,True,"Austin, Texas",Tecnologia da informação e serviços,6.0,https://www.linkedin.com/company/3582832/about/,"Emergency Communication, Mass Communication, Communication Software, EMNS, Business Continuity, Alert Monitoring, Emergency Communication Software, Lone Worker Monitoring e Local Threat Monitoring",22,https://www.alertmedia.com/,,,,,
Alethia Education Services,410637.0,Alethia,11-50 funcionários,True,"New Delhi, New Delhi",Gestão educacional,,https://www.linkedin.com/company/410637/about/,"Executive Education , Certificate Programs, Degree Programs, Programs and Services curated by world leading institutes and corporates, Ed-Tech firm, Classroom Training Management Services, On The Job Mentoring, Content Creation And Curation, Induction Services, Digital Training Management Services e Business Productivity & Skill Enhancement Services",1,http://alethiaeducation.in,,,,,
Alfapeople Do Brasil Consultoria De Informatica,24470786.0,AlfaPeople Brasil,2-10 funcionários,True,"Sao Paulo, São Paulo",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/24470786/about/,NF,0,http://alfapeople.com.br,,,,,
Algar Telecom,469057.0,Algar Telecom,1.001-5.000 funcionários,True,"Uberlandia, MG",Telecomunicações,,https://www.linkedin.com/company/469057/about/,NF,72,http://www.algartelecom.com.br,,,,,
ALINAAZ,33300805.0,ALINAAZ,11-50 funcionários,True,"Bangalore, Karnataka",Internet,0.0,https://www.linkedin.com/company/33300805/about/,NF,0,https://www.alinaaz.org/,,,,,
Alirok.com Corp,54345745.0,Alirok.com Corp,2-10 funcionários,True,"Miami, Florida",Logística e cadeia de suprimentos,,https://www.linkedin.com/company/54345745/about/,NF,1,https://alirok.com/,,,,,
Alithya,5726.0,Alithya,1.001-5.000 funcionários,True,"Montréal, Québec",Tecnologia da informação e serviços,29.0,https://www.linkedin.com/company/5726/about/,"Strategic direction, Architecture, Organizational performance, Transformation and delivery of solutions, Direction stratégique, AI, Performance organisationnelle, Transformation et livraison de solutions, intelligence artificielle, machine learning, Cloud, Oracle, cyber security, ERP, EPM, technologies de l'information, IT, internet des objets, LoT, SAP, TI, cyber sécurité e Microsoft",248,https://www.alithya.com/,,,,,
Alius Health,27220360.0,Alius Health,11-50 funcionários,True,"Columbus , Ohio",Seguros,0.0,https://www.linkedin.com/company/27220360/about/,"PBM: Workers Compensation, PIP, No Fault, Auto, Occupational Accident, Patient Care, Excellent Customer Service, Transparency, Cost Containment, Clinical Services, Partnerships, Pain Management, Technology e Innovation",0,http://www.aliushealth.com,,,,,
"All Web Leads, Inc.",201976.0,"All Web Leads, Inc.",501-1.000 funcionários,True,"Austin, Texas",Seguros,7.0,https://www.linkedin.com/company/201976/about/,"insurance sales leads, auto insurance leads, home insurance leads, health insurance leads, life insurance leads, senior health leads, renters insurance leads e long term care insurance leads",41,http://www.allwebleads.com,,,,,
Allard Bailey Family Law,10987077.0,Allard Bailey Family Law,2-10 funcionários,True,"London, England",Serviços jurídicos,0.0,https://www.linkedin.com/company/10987077/about/,"Divorce, Children Matters, Pre-nups, Cohabitation, LGBT Family Law, Adoption, Surrogacy, Wills & Estates, Power of Attorney, Inheritance & Capital Gains Tax Planning, Trusts e Court of Protection",0,http://www.allardbailey.com,,,,,
Allconnection Tecnologia Estratégica,1464033.0,Allconnection Tecnologia Estratégica,2-10 funcionários,True,"Bento Gonçalves, RS",Segurança de redes e computadores,,https://www.linkedin.com/company/1464033/about/,"Fortinet, Nuvem privada, Linux, Amazon Web Services, Microsoft Azure, SoftLayer, Office 365, Servidores x86, Storages, Arcserve e Nuvem Híbrida",1,http://www.allconnection.com.br/,,,,,
Allen & Overy,4600.0,Allen & Overy,1.001-5.000 funcionários,True,NF,Prática jurídica,,https://www.linkedin.com/company/4600/about/,"Banking & Finance, Antitrust, Corporate, International Capital Markets, Employment & Benefits, Environment, Insurance, IP/Litigation, Islamic Finance, M&A /Private Equity, Outsourcing, Partnerships, Projects, Real Estate, Regulatory, Restructuring, Tax, M&A, Public law e Financial Services Regulation & Investigations",35,http://www.allenovery.com,,,,,
Alliance Data,3817.0,Alliance Data,+ de 10.001 funcionários,True,"Columbus, Ohio",Serviços financeiros,0.0,https://www.linkedin.com/company/3817/about/,"Private label credit solutions, digital marketing, cobrand credit solutions, payment technology, payments e finance solutions",0,http://www.alliancedata.com,,,,,
,,Alliance Data card services - Know More Sell More,,False,,,,,,,,,,,,
Alliance Residential Company,31434.0,Alliance Residential Company,201-500 funcionários,True,"Phoenix, AZ",Imobiliário,,https://www.linkedin.com/company/31434/about/,"Investment, Asset Management, Development e building",1,http://www.allresco.com,,,,,
alliantgroup,41630.0,alliantgroup,501-1.000 funcionários,True,"Houston, TX",Consultoria de gerenciamento,18.0,https://www.linkedin.com/company/41630/about/,"Research and Development Tax Credit, 179D, IC-DISC, Work Opportunity Tax Credit e Tax Controversy Services",70,https://www.alliantgroup.com,,,,,
Allianz,2979.0,Allianz Life,+ de 10.001 funcionários,True,NF,Serviços financeiros,,https://www.linkedin.com/company/2979/about/,"Insurance, Asset Management e Financials",501,https://careers.allianz.com,,,,,
Allianz Partners,2255755.0,Allianz Partners,+ de 10.001 funcionários,True,"Saint-Ouen, France",Seguros,,https://www.linkedin.com/company/2255755/about/,"Travel Insurance & Assistance, Medical insurance abroad, Cancellation Insurance, Lost luggage, Repatriation, Roadside Assistance, Accident Management, Telematics Services, Extended Warranties, Healthcare & Homecare, Preparation for Retirement e Return to Employment",62,https://www.allianz-partners.com/,,,,,
